"project_id","title","description","operating_unit","budget","expense"
"00060410","PREVENTION AND TREATMENT OF THE HIV/AIDS II","PROVIDING COMPREHENSIVE PREVENTION AND TREATMENT OF  HIV/AIDS IN THE REPUBLIC OF BELARUS - II","Belarus, Republic of","2100504.00","2843441.00"
"00050475","Area-Based Early Rec. for affected Comm in South Central","Area-Based Early Recovery 
for affected Communities in South-Central Somalia","Somalia","2093529.00","1629550.00"
"00051325","EEG BD PIMS 4238 GLOPrg. Mainstr BD Mgt into Econom Sect","Biodiversity Global Programme 2008 – 2013:  Mainstreaming Biodiversity into Economic Sector Governance Systems and Product Supply Chains","Bureau Policy & Prog Support","2086166.00","2281117.00"
"00059045","Justicia Transicion Archivo Histórico Policía Nacional","Programa de Acompañamiento a la Justicia de Transición desarrollará capacidades en Ministerio de Cultura para crear las condiciones que permitan institucionalizar y dar apertura al Archivo Histórico de la Polícia Nacional.","Guatemala","2081620.00","1539091.00"
"00048491","Governance in the Pacific","Building resilient Pacific communities by developing their capacity for good governance through strengthening parliaments and representative institutions; accountability and anti-corruption; local governance; civil society and human rights.","Pacific Centre (PC)","2078409.00","1254355.00"
"00047089","Law Enforcement Capacity Building.-Basrah","Assisting the Iraqi Police with capacity building to ensure the integrity, professionalism and discipline of the police focusing on building institutional capacity, promoting public awareness and confidence in the Iraqi Police Service.","Iraq","2075210.00","1872553.00"
"00036222","Local goverment strengthening","The sustainable local development programme aims at creating conditions for socio-economic recovery in war-affected areas and other underdeveloped regions, in part by supporting preparations for effective use of EU funds.","Croatia","2073893.00","1508839.00"
"00040960","BRA/04/049 - Educação do Século XXI","BRA/04/049 - Educação do Século XXI","Brazil","2063719.00","829927.00"
"00057960","Strengthen Institutional Capacities for Pro-Poor Growth","Regional Project to Strengthen Institutional Capacities to Accelerate Pro-Poor Growth and Accountability in Sub-Saharan Africa","Regional SC - Johannesburg","2060625.00","1890465.00"
"00048498","MDG Achievement and  Poverty Reduction","MDG Achievement and Poverty Reduction in the Pacific Project","Pacific Centre (PC)","2058065.00","1389644.00"
"00057582","Local Governance Develop. & Public Expenditure Mangement","Strengthen capacities for local governance and strategic planning to entrench decentralization and actualize devolution in Eastern Sudan","Sudan, Republic of the","2055944.00","2059543.00"
"00034649","Private Sector Development","Business Call to Action aims to accelerate progress towards the SDGs by challenging companies to develop inclusive business models that engage people at the base of the economic pyramid within their value chain.","Bureau Policy & Prog Support","2055808.00","952519.00"
"00061905","Capacity Building for Natl HIV Response","The project aims to create an enabling environment, appropriate policies and strategies and institutional capacity strengthening for a gender responsive and rights-based national response to HIV and AIDS for both Tanzania Mainland and Zanzibar","United Republic of Tanzania","2050642.00","1805154.00"
"00062024","BIOECONOMIE INTEGREE_AMELIORATION DE VIE DES POPULATIONS","BIOECONOMIE INTEGREE_AMELIORATION DE VIE DES POPULATIONS QUI VISE A Répondre aux principaux défis liés à la sécurité alimentaire, la relance des productions et des économies locales et la création d’emploi","Democratic Republic of Congo","2047688.00","1232183.00"
"00056620","Electricity Sector Reconstruction Project in Kurdistan","Electricity Sector Reconstruction Project in Kurdistan to improve the transmission and distribution network","Iraq","2039198.00","1815191.00"
"00057788","Election Support Project 2010","Election Support Project 2010-United Republic of Tanzania","United Republic of Tanzania","2039182.00","1017984.00"
"00049860","BRA/08/002 – Management of Federal Extractive Reserves","BRA/08/002 – Management of Federal Extractive Reserves in the Brazilian Amazon","Brazil","2037662.00","2031190.00"
"00046781","PROGRAMA DE ALIANZAS CON LA SOCIEDAD CIVIL (PASOC II)","Creación de alianzas constructivas entre instituciones del Estado y organizaciones de la sociedad civil en los temas de eliminación del racismo y la discriminación, acceso a justicia, y transparencia/auditoria social.","Guatemala","2033391.00","1614243.00"
"00060736","BRA/10/005 – Projeto Sul-Sul de Fortalecimento do Ministerio da Saude Publica e da Populacao","The project objective is to strengthening of the health system and epidemiological surveillance in Haiti with the Brazilian Ministry of Helth and Cuba","Brazil","2032930.00","1942113.00"
"00066568","EU High Level Policy Advice Mission to Moldova","European Union High Level Policy Advisory Mission to the Republic of Moldova","Moldova, Republic of","2025438.00","1921575.00"
"00050950","Growing Sustainable Business Angola","Growing Sustainable Business 
for Poverty Reduction in Angola","Angola","2019051.00","1086646.00"
"00048472","HIV, Human Development & Mobility in Asia & the Pacific","HIV, Human Development and Mobility in Asia and the Pacific – Phase II","Rgnl Center in Bangkok (RCB)","2015926.00","1459477.00"
"00062358","Soutien au Processus Electoral en Tunisie","Soutien au Processus Electoral en Tunisie - SPELTU","Tunisia","2012296.00","1774043.00"
"00062865","Gobernabilidad territorial para cohesión social y paz","Con la presente iniciativa se busca brindar apoyo técnico a entidades territoriales y organizaciones de la sociedad civil para el desarrollo de sus capacidades de gestión pública y el ejercicio del control social.","Colombia","2010170.00","1881649.00"
"00060321","URU/10/002 - Apoyo al fort. de la SSF del BCU","URU/10/002 - Apoyo al Programa de fortalecimiento de la Superintendencia de Servicios Financieros (SSF) del Banco Central del Uruguay (BCU).","Uruguay","2002980.00","627197.00"
"00042107","EU China Biodiversity","EU-China Biodiversity Programme","China","2000000.00","237416.00"
"00065588","Support SFDA second strategic plan implementation","To support Saudi Food and Drug Authority (SFDA) to implement the Second Strategic Plan","Saudi Arabia","1995000.00","1794782.00"
"00037206","Montreal Procotol Projects","National Cloro Fluor Carbono Phase-out Plan and Validation of Methyl Formate and Methylal.","Brazil","1994262.00","755478.00"
"00045129","National Grasslands Biodiversity Programme  PIMS 2929","National Grasslands Biodiversity Programme (NGBP) PIMS 2929","South Africa","1993038.00","1829168.00"
"00061947","Capacity Development for Results Management","The project will respond to expressed needs of the Government and other actors in the context of Public Finance Management as well as addressing the capacity gaps in the national poverty monitoring and evaluation institutions and systems.","United Republic of Tanzania","1990000.00","1020686.00"
"00045653","Social Contract Advisory, Monitoring and Coord. Center","Social Contract Advisory, Monitoring and Coordination Center","Egypt","1983407.00","1939769.00"
"00051238","EU Advisory Group for Armenia","EC Instrument for Stability for Republic of Armenia-EU Advisory group to the Republic of Armenia","Armenia","1982505.00","1982533.00"
"00051425","MDG-F Prevención  de conflictos en Chiapas","Prevención  de conflictos, desarrollo de acuerdos y construcción de la paz 
en comunidades con personas internamente desplazadas en Chiapas, México (2009-2011)","Mexico","1980045.00","1789457.00"
"00049635","Support to Participatory Constitution  Building in Nepal","Support to Participatory Constitution Building in Nepal project supports the inclusive functioning of the Constituent Assembly and enables the participation of all sectors of society in drafting the new constitution of Nepal","Nepal","1977034.00","1646858.00"
"00042853","Strategic Partnership - Rule of Law","Strategic Partnership - Rule of Law to strengthen the capacity and competence of all Sudanese Stakeholders to respond to the current rule of law vacuum in Darfur","Sudan, Republic of the","1975874.00","1718444.00"
"00066384","Apoyo al proceso de institucionalización de la OCA","Apoyo a la institucionalizacion de la oficina del Casco Antiguo y promoción de los valores histórico-culturales del Centro Histórico de la ciudad de Panamá","Panama","1975125.00","224840.00"
"00056926","CUBA MARINE & COASTAL PROTECTED AREAS","CUBA APPLICATION OF A REGIONAL APPROACH TO THE MANAGEMENT OF MARINE & COASTAL PROTECTED AREAS IN CUBA´S SOUTHERN ARCHIPELAGOS REGION.","Cuba","1974207.00","1706639.00"
"00057593","Dioxin Hotspots-Phase 2","Environmental Remediation of Dioxin Contaminated Hotspots in Vietnam.","Viet Nam","1971317.00","1760983.00"
"00058591","Climate Change Adaptation - Cameroon","This project addresses climate change risks under each of the five AAP global Project outputs.","Cameroon, Republic of","1969229.00","2072386.00"
"00060888","ROUND 9 Global Fund Belize","Accelerating the Pace: Reaching Marginalized and Vulnerable Populations with Critical Services","Belize","1962197.00","1503856.00"
"00048683","Programa Desarrollo Local Huehue, Quiche","Programa de apoyo a la gobernabilidad democrática,  al desarrollo territorial y  económico local en los departamentos del Quiché y Huehuetenango","Guatemala","1960127.00","521235.00"
"00058382","Support to the Health Sector in Limpopo Phase IV","Support the Department of Health in Limpopo to improve access to quality of health care and service delivery through the recruitment of volunteer health professionals from abroad to address the delivery level problems in hospitals around the province.","South Africa","1957000.00","2041452.00"
"00048362","GOUVERNANCE ADMINISTRATIVE","Programme d'appui à la Gouvernance Administrative en République démocratique du Congo ( Programme 2008-2012)","Democratic Republic of Congo","1956954.00","1946710.00"
"00062025","Sustainable Road and Transport Management","MOT is aiming at developing sustainable transport systems and improving road safety. The project addresses two activity fields: (i) Strengthening governance through NTS reporting and review, and (ii) Capacity building for road and transport safety.","Saudi Arabia","1950000.00","422808.00"
"00058985","Africa Adaptation Programme 2","Supporting Integrated and Comprehensive Approaches to Climate Change Adaptation in Lesotho","Lesotho","1940530.00","1510458.00"
"00057568","Fortalecimiento Camara de Cuentas","Fortalecimiento Instuticional y Operativo de la Camara de Cuentas de la Republica Dominicana","Dominican Republic","1940000.00","609812.00"
"00070016","APOYO LOGÍSITICO PROCESO DE PAZ DE COLOMBIA","Realizar el apoyo logístico y operativo para el desarrollo de la Mesa de Diálogo en el marco del Proceso de Paz que adelanta el Gobierno Colombiano, garantizando de manera eficaz y transparente, los recursos necesarios para el funcionamiento de la Mesa","Colombia","1934604.00","916617.00"
"00050644","PROGRAMA MARCO DESARROLLO HUMANO LOCAL PDHL 2008-12","Programa Marco de Desarrollo Humano Local (PDHL) - 2008-2012","Cuba","1921524.00","904252.00"
"00045437","Support2North-West Coast Development&Mine Action Plan","Support to the North West Coast Development Plan and Mine Action Program","Egypt","1917031.00","1361650.00"
"00058024","UN-REDD DR Congo Quick Start Programme","Appui aux capacités et à la stratégie pour la préparation de la République démocratique du Congo à la REDD+ ( Reducing Emissions from Deforestation and Forest Degradation)","Democratic Republic of Congo","1911587.00","1657146.00"
"00057324","Land and ecosystem management to combat land degradation","Supporting integrated Land use management to combat land degradation and deforestation in Madhya Pradesh","India","1900490.00","1520757.00"
"00060523","Local Governance & Decentralization","This project supports Government to strengthen the institutional capacity of national and local institutions, including Local Councils, for effective implementation of the decentralization policy.","Sierra Leone","1891196.00","1136257.00"
"00045386","GFATM Round 5 Tuberculose","Projet Fonds Mondial de lutte contre le VIH le Paludisme et la Tuberculose round 5 en République Démocratique du Congo.","Democratic Republic of Congo","1888315.00","5893952.00"
"00049506","Redes Tematicas y Territoriales Republica Dominicana","Apoyo a redes territoriales y tematica de cooperacion para el desarrollo humano - gobernabilidad y desarrollo local","Dominican Republic","1887599.00","998015.00"
"00056823","Equal Access to Justice - Phase 2","Promoting equal access to justice through greater and more diverse access to justice redress mechanisms, empowering conflict affected communities in North and East Sri Lanka and enhancing the knowledge of duty bearers and disadvantage groups.","Sri Lanka","1887007.00","1343629.00"
"00061662","Realizing the MDGs - support to Ministry of Planning and Investment (MPI)","Realizing the MDGs in Lao PDR - Consolidated Programme of Support to MPI for the Achievement of the Valuable Goals of the 7th NSEDP 2011-15","Lao People's Democratic Republ","1881955.00","1734407.00"
"00051146","International Policy Centre for Inclusive Growth","Learning on policy options and capacities to deliver on inclusive growth strengthened in developing countries through South-South knowledge sharing, applied research and policy dialogue.","Bureau Policy & Prog Support","1875711.00","917933.00"
"00041527","PAL/ Construction of Demolished Homes for NON REFUGEE","PAL/ Construction of Demolished Homes for NON REFUGEE Families in Gaza Strip","Prog for Palestinian People","1869980.00","1809844.00"
"00050568","Partners for Prevention: Gender-based Violence","Partners for Prevention: Working with Boys and Men to Prevent Gender-Based Violence","Rgnl Center in Bangkok (RCB)","1862645.00","1630766.00"
"00044966","Responding to HIV and AIDS in Somalia","This is a cross-cutting project whose focus is to build national capacities of government at all levels, and civil society, to support a coordinated and effective response to the HIV & AIDS epidemic.","Somalia","1852129.00","1770980.00"
"00046266","BCPR COMMON COSTS","BCPR Common Cost Work Plan Budget","BCPR","1849513.00","1523239.00"
"00060718","Private Sector and Inclusive Market Development","Private sector and inclusive market development for poverty reduction in Africa: Africa Facility for Inclusive Markets (AFIM)","Regional SC - Johannesburg","1840000.00","1637271.00"
"00061042","Strengthening Democracy Programme (2011-2015)","The programme is geared towards strengthening the formal and informal mechanisms for dialogue, representation and participation in Cambodia with the objective of ensuring that institutions are accountable and responsive to the needs and rights of people.","Cambodia","1837328.00","1658410.00"
"00051446","Implementing Sustainable Water Resources and Wastewater","Contribute to sustainable development in the Pacific Island Region through improvements in natural resource and environmental management’.","Fiji","1835000.00","1832792.00"
"00057571","Strengthening the Capacity of Sub-national Administratio","Strengthening the capacity","Liberia","1831299.00","1359428.00"
"00060377","Appui au Ministère de la Santé","Appui au Ministère de la Santé","Togo","1830331.00","5939467.00"
"00063572","Emission Inventory Accounting","Provincial Greenhouse Gas Emissions Inventory Capacity Building and Greenhouse Gas Emissions Accounting Methodology for Enterprises of Key Industries Project","China","1822982.00","1465008.00"
"00042695","Fortalecimiento de la Secretaría de Coordinación","Programa de Fortalecimiento Institucional del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto a través de asistencia técnica a la Secretaría de Coordinación y Cooperación Internacional","Argentina","1820937.00","1700602.00"
"00059556","4KEN10402 Africa Adaptation Project","An Integrated and Comprehensive Approach to Climate Change Adaptation in Kenya","Kenya","1817122.00","1744506.00"
"00059166","WatSan Master Planning and Capacity Building Programme","Water and Sanitation Master Planning and Capacity Building Programme","Iraq","1816505.00","1923642.00"
"00058016","Support for the Impl.  Peace & Security Agenda - AUC","Support for the Impl.  Peace & Security Agenda - AUC","Ethiopia","1815947.00","1068340.00"
"00063773","Support to Civil Service Reform and Management Capacity","Support to Civil Service Reform and Management Capacity. This project aims at supporting civil service reform initiatives that are undertaken by the Office of the Minister of State for Administrative Reform (OMSAR) to support public sector organizations.","Lebanon","1808500.00","1728111.00"
"00062064","Fith Operational Phase of the Small Grants Program","PIMS 4560 FIFTH OPERATIONAL PHASE OF THE GEF SMALL GRANTS PROGRAMME.","Costa Rica","1806616.00","1806616.00"
"00047991","Sustainable Development Strategy for Seas of East Asia","Implementation of the Sustainable Development Strategy for the Seas of East Asia","Philippines","1806468.00","1806468.00"
"00051435","BRA/08/023 - Biodiversity Conservation and Promotion of Social and Environmental Development","BRA/08/023 - Biodiversity Conservation and Promotion of Social and Environmental Development","Brazil","1805719.00","1583831.00"
"00061229","Technical Assistance for Fiscal Management and Reform","Technical Assistance for Fiscal Management and Reform. he project will support the realization of the objectives of public finance policy and the reform initiatives of the Minisitry of Finance.","Lebanon","1799999.00","1802224.00"
"00036249","Governance and Local Development Programme (GLDP)","The objective of the programme is to promote service delivery, socio-economic development and poverty reduction through improved decentralized governance and institutional capacity building at provincial and municipal level.","Angola","1795785.00","1489045.00"
"00033396","DISASTER RISK MANAGEMENT PROGRAMME","The overall objective of DRM Programme is to “decrease the risk of natural and man-made hazards to rural and urban livelihoods, and ensure infrastructure and recovery mechanisms in place”.","Tajikistan","1795340.00","1841588.00"
"00062666","UNDP-ACT 3 ""Peace-it-Together""","A strong vibrant network advocating for reconciliation established.","Cyprus","1793232.00","1246173.00"
"00059776","Reducción de Riesgos y Vulnerabilidad","Reducción de Riesgos y Vulnerabilidad basado en las inundaciones y sequías en la Cuenca del Rio Estero Real","Nicaragua","1788872.00","1617696.00"
"00040307","PRP for Ozone Depleting Substances phase-out plans","Project Preparation Activities for the phase out of Ozone Depleting Substances","Bureau Policy & Prog Support","1788353.00","505159.00"
"00061138","PROJETO BRA/10/007 - SIPIA “BOAS PRÁTICAS EM REDES NA IMPLANTAÇÃO E IMPLEMENTAÇÃO DOS SISTEMAS DE INFORMAÇÃO PARA INFÂNCIA E ADOLESCÊNCIA: SIPIA CONSELHO TUTELAR E SIPIA SINASE WEB”","PROJETO BRA/10/007 - SIPIA
“BOAS PRÁTICAS EM REDES NA IMPLANTAÇÃO E IMPLEMENTAÇÃO DOS
SISTEMAS DE INFORMAÇÃO PARA INFÂNCIA E ADOLESCÊNCIA: SIPIA
CONSELHO TUTELAR E SIPIA SINASE WEB”","Brazil","1786228.00","142909.00"
"00060001","Operational and  Victim Assistance Capacity Development","To develop and enhance national operational capacity for clearance; mine risk education/community liaison and victim assistance in Iraq. It will consist of two distinct components; 1) clearance/mine risk education and 2) Victim Assistance","Iraq","1778814.00","1757321.00"
"00068012","Justice and Human Rights in Afghanistan Phase II","The Justice and Human Rights in Afghanistan project will improve effectiveness of the justice system and increase trust in state justice and citizen security institutions.","Afghanistan","1778521.00","1254691.00"
"00060032","Programme Appui Organisations Société Civile Mali","Ce Programme vise à renforcer les capacités des Organisations de la Société Civile au Mali (PAOSC)","Mali","1777768.00","1541935.00"
"00043495","Sustainable Rural Energy Development (SRED) Programme","Through ""pilot demonstration schemes"" in specific regions and cooperative farms, improve accessibility of alternative energy sources in rural areas, and improve strategies for adaptation and mitigation to climate change.","Democr People's Repub of Korea","1764000.00","1544773.00"
"00049235","Disaster Risk Reduction - Aceh","Disaster Risk Reduction - Aceh (DRRA) is designed to make disaster risk reduction a normal part of the development process.","Indonesia","1761826.00","1534751.00"
"00060031","Capacity development for Accountable and Responsive Gove","Capacity development for Accountable and Responsive Governance Institutions","Rwanda","1757692.00","1431290.00"
"00058298","Support to Nepal’s transition","Support to Nepal’s transition through improved UN coherence so that it better target and coordinate for development programmes including humanitarian response and recovery","Nepal","1756654.00","1408842.00"
"00044557","Appui Réseaux Territor pour la Gouvern locale et Develop","Le projet vise à contribuer à la bonne gouvernance au niveau local pour le développement humain durable et la réduction de la pauvreté dans les provinces, départements et villes du Gabon","Gabon","1756621.00","1765967.00"
"00056749","GLOBAL GENDER EQUALITY","Global Gender Equality supported through 10 Senior Gender Advisers to augment leadership and technical capacity of 10 crisis countries to deliver better for women and girls in post-conflict contexts.","BCPR","1756591.00","559976.00"
"00058092","Dévelopement des capacités en adaptation - Japon","Renforcement des capacités pour une meilleure prise en compte des préoccupations liées aux adaptations aux changements climatiques lors de la préparation et de la mise en œuvre, des plans, programmes et projets de développement","Burkina Faso","1745694.00","1808839.00"
"00060894","Demonstration Project of ICR Sector-Yan Tai Moon","Demonstration project for conversion from HCFC-22 technology to Ammonia/CO2 technology in the manufacture of two-stage refrigeration systems for cold storage and freezing applications at Yantai Moon Group Co. Ltd.","China","1744458.00","1713799.00"
"00062163","Acceso a servicios básicos y titularidad de la vivienda","Promoción del desarrollo humano equitativo a través del acceso a servicios básicos y a la titularidad de la vivienda en sectores vulnerables","Argentina","1742058.00","94615.00"
"00056936","Orange-Senqu River Basins - Strategic Action Programme","The Project will assist riparian states to 1) identify principal threats to water resources of the Orange-Senqu River (ORASECOM) Trans-boundary Basin 2) develop and implement a sustainable policy, legal & institutional reforms to address these threats.","South Africa","1738461.00","1980010.00"
"00048430","Asia-Pacific Regional Crisis Prevention&Recovery Project","Asia-Pacific Regional Crisis Prevention and Recovery Project","Rgnl Center in Bangkok (RCB)","1737693.00","1385603.00"
"00063571","Registry System for Emissions","Establishment of National Registry System for Domestic Emissions Trading Scheme and Voluntary Carbon Emission Reduction Project","China","1737056.00","1625209.00"
"00060863","PURCHASE OF ANTIRETROVIRAL DRUGS","La población más vulnerable tiene  acceso a los servicios sociales a través de políticas y programas de protección social. Población pobre de las Áreas Rurales y periurbanas, especialmente mujeres y jóvenes, aumentan sus ingresos productivos.","Equatorial Guinea","1735817.00","1872621.00"
"00049362","Strengthening Capacity of Parliament,","Democractic Governance","Malawi","1732550.00","1898041.00"
"00051288","Disaster Risk Reduction based Rehabilitation and Reconstruction","Disaster Risk Reduction Guided Rehabilitation and Reconstruction (DRR-RR)","Indonesia","1731618.00","1289428.00"
"00041503","MOGADISHU PORT REHABILITATION","MOGADISHU PORT REHABILITATION","Somalia","1730056.00","10794.00"
"00056804","Prévention/gestion des crises et catastrophes naturelles","Renforcement des capacités des institutions nationales et locales à prévenir et gérer les crises et catastrophes","Niger","1722658.00","1234346.00"
"00062488","Strengthening Capacity of Water Resources Department","Capacity in human and organizational systems enhanced in the area of  hydrological mapping, water analysis, geophysical and hydro-met information strengthen for the Water Resources Department","Eritrea","1718210.00","1709945.00"
"00045179","Support to the Timorese Electoral Cycle","Support to Timorese Electoral Cycle","Timor-Leste","1717308.00","3203524.00"
"00043519","Programme Oasis Tafilalet","Le Programme de Sauvegarde et de Développement des Oasis du Tafilalet a pour objectif la sauvegarde des oasis du Tafilalet et leur développement durable.","Morocco","1716267.00","1396100.00"
"00058776","Joint Integrated Local Development Programme","Assisting Republic of Moldova to ensure that vulnerable groups in poor rural and urban areas take advantage of sustainable socio-economic development opportunities through adequate regional and local policies","Moldova, Republic of","1711690.00","1683425.00"
"00060225","Governance of HIV and AIDS","The project will produce products and serves that strengthen the capacity of institutions to respond to HIV and AIDS.  The key areas of focus are:
-  Institutional capacity strengthening integrading HIV and AIDS into development processess.","Botswana","1711500.00","1464435.00"
"00011660","BRA/99/G32 - Hydrogen Fuel Cell Buses","Hydrogen Fuel Cell Buses for Urban Transport","Brazil","1711000.00","1703898.00"
"00046252","PIMS1119 - BD - West Africa Endemic Livestock","Projet de Gestion Durable du Bétail Ruminant Endémique en Afrique de l'Ouest (PIMS1119 - Biodiversité  - West Africa Endemic Livestock)","Mali","1703006.00","1598890.00"
"00043745","Conservation de la biodiversité transfrontalière","Approche intégrée de la planification et de la gestion de l’occupation des sols pour renforcer et d’asseoir la conservation de la biodiversité dans l'éco-région de forêt dense et humide de l’ouest du Bassin du Congo","Gabon","1702666.00","1891846.00"
"00061911","Pro-Poor Economic Growth & Environment Sustainable Dev","The Project will support the national efforts to reduce income poverty through promoting inclusive, sustainable and employment enhancing growth through developing pro-poor growth and environmentally sustainable development policies and strategies","United Republic of Tanzania","1697857.00","1609927.00"
"00065860","Restoration & Stabilization of Livelihoods for Host Comm","Restoration and Stabilization of Livelihoods for Drought affected and Host Communities in Turkana and Garissa Districts","Kenya","1697677.00","1498122.00"
"00041987","Management Plan - DPVC & DPXB","Management Plan","Haiti","1695590.00","1695559.00"
"00051408","Regional Energy Project  for Poverty Reduction","Regional Energy Project  for Poverty Reduction","Dakar Regional Service Centre","1690000.00","1169595.00"
"00060621","Support to the Electoral Cycle","Support to the Central Elections Commissions over Electoral Cycle","Prog for Palestinian People","1681350.00","1437064.00"
"00057020","Fortalecimiento Cap Gestión Gobernabilida Democrat SIGOB","Fortalecimiento de las Capacidades de Gestión para la Gobernabilidad Democrática (SIGOB)","Panama Regional Center","1664924.00","1536966.00"
"00060083","Enhance Efficiency &Accountability of the Public Sector","Enhance Efficiency &Accountability of the Public Sector through ICT","Egypt","1662500.00","1322572.00"
"00064984","Offre de services financiers aux communautes affectees par la crise arme pour la reconstitution des moyens de substistance a bangui et dans les provinces","Les populations et les acteurs publics et privés exploitent de façon plus rationnelle les ressources naturelles, améliorent la sécurité alimentaire et énergétique et sont moins vulnérables aux crises","Central African Republic","1657697.00","1412423.00"
"00049739","Decentralization & Environment Management Proj (DEMP) II","Decentralization & Environment Management Proj (DEMP) II","Rwanda","1655000.00","1394449.00"
"00050377","Programa Marco Articulacion de Redes Territoriales","Programa Marco ART Ecuador - Articulacion de Redes Territoriales","Ecuador","1653650.00","1460113.00"
"00049579","Caribbean Large Marine Ecosystem","Sustainable Management of the Shared Living Marine Resources of the Caribbean Large Marine Ecosystem (CLME) and Adjacent Regions","Bureau Policy & Prog Support","1653138.00","1653137.00"
"00061859","Inclusive Growth and Poverty Reduction","Inclusive Growth and Poverty Reduction","Rgnl Center in Bangkok (RCB)","1651437.00","1460227.00"
"00041532","ACT-GLOBAL COMPACT","ACT-COOPERATION IN LINE WITH GLOBAL COMPACT","Cyprus","1649775.00","1147878.00"
"00063149","PROMOCIÓN Y PROTECCIÓN DERECHOS HUMANOS","Formular e implementar politicas publicas para la atención, promoción, protección y garantía de los derechos humanos y la aplicación del DIH.","Colombia","1644953.00","1466716.00"
"00048402","PIMS 2596 POP FSP: Reducing Health-Care Waste","Reducing Health Care Waste","Bureau Policy & Prog Support","1639734.00","838110.00"
"00057958","Gender Equality and Women's Empowerment in Africa","Regional Project for Gender Equality and Women's Empowerment in Africa","Regional SC - Johannesburg","1626002.00","1531040.00"
"00042725","Informatización del Ministerio de Relaciones Exteriores","Programa de desarrollo y consolidación de Tecnología de la Información y las Comunicaciones del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la Nación","Argentina","1621864.00","1524221.00"
"00069081","Fortalecimiento Ministerio Relaciones Exteriores y Culto","Fortalecimiento Funcional Técnico y Administrativo del Ministerio de Relaciones Exteriores y Culto a través de la Secretaria de Coordinación y Cooperación Internacional","Argentina","1613674.00","989111.00"
"00050649","Joint Migration and Development Initiative","Joint Migration and Development Initiative","PB/Liaison/Brussels","1611679.00","1594224.00"
"00058407","Support to the Strengthening of the RC System in Sudan","Support to the Strengthening of the RC System in Sudan","Sudan, Republic of the","1609296.00","1436981.00"
"00049521","Justice Sector Support Program Access to Justice for all","The Programme aims at strengthening the capacity and the efficiency of the key institutions of the Justice Sector to sustain a peaceful state where freedons and human rights are fully protected","Rwanda","1604397.00","1491904.00"
"00014781","RULE OF LAW AND SECURITY PROGRAMME","Support for the coordination for the Rule of Law and Security Programme. Coordination and Support to Somali Security Sector Institutions and improved security and protection under the law
for all Somalis.","Somalia","1602191.00","1530817.00"
"00059886","AAP PIMS 4321 FULL MWI","AFRICA ADAPTATION PROGRAMME  FULL MWI","Malawi","1601107.00","1504464.00"
"00050791","Juventud, empleo y migración","Programa Conjunto “Desarrollo humano juvenil vía empleo para superar los retos de la migración""","Honduras","1601070.00","1389862.00"
"00050972","rgProducción Limpia y Consumo Sustentable","Apoyo al Programa Federal de Producción Limpia y Consumo Sustentable (PLyCS)","Argentina","1599933.00","1568996.00"
"00066597","Apoyo al Programa Primeros Años – Segunda etapa","El objetivo general del proyecto es generar condiciones familiares, comunitarias e institucionales para promover el desarrollo infantil temprano, desde un abordaje integral.","Argentina","1599075.00","1503543.00"
"00051099","Conflict Prevention & Peacebuilding","The ""MDGF - Conflict Prevention and Peace Building in North Lebanon"" aims to facilitate the resolution of inter and intra-communal tensions between Palestinians and Lebanese.","Lebanon","1595394.00","1592026.00"
"00048779","Appui danois VIH/Sida PAMAC phase2 -2007-2010","Ce projet a pour objectif de contribuer à la mise en oeuvre du Cadre Stratégique de Lutte contre le Sida à travers l'appui au Programme d'Appui au Monde Associatif et Communautaire..","Burkina Faso","1595231.00","1642886.00"
"00047673","Liberia Decentralization and Local Development","support to development of a decentralization framework for Liberia and enhancment of local government capacity for service delivery","Liberia","1590750.00","1378647.00"
"00043533","Regional Marine Ecosystem","Sustainable Marine Ecosystem: Programme for the Agulhas & Somali Current 
Large Marine Ecosystems (ASCLME)","Mauritius","1589708.00","1349549.00"
"00061510","ENHANCING INCLUSIVE GROWTH","Enhance inclusive growth for creation of an enabling environment for employment generation, and skills development, with a focus on youth and women","South Africa","1588901.00","1052889.00"
"00049818","Meeting National Commitments - Environmental Agreements","Progress towards meeting national commitments under multilateral environmental agreements","India","1586177.00","1454536.00"
"00060189","Inclusive Local Development in South Serbia","JP Strengthening Capacity for Inclusive Local Development in South Serbia","Serbia","1586105.00","1308664.00"
"00057992","SOSTENIBILIDAD DEL SISTEMA DE PARQUES DE VENEZUELA","PIMS 4151: Fortaleciendo la sostenibilidad financiera y la eficacia operacional del Sistema de Parques de Venezuela","Venezuela","1575454.00","391316.00"
"00050453","Políticas Públicas de Empleo","Programa para el fortalecimiento de las capacidades técnicas y acompañamiento del Ministerio del Trabajo","Chile","1574034.00","771720.00"
"00066971","Capacities of Inst for Eco Mgt & Governance Enhanced","Capacities of institutions responsible for economic management and governance for inclusive growth that benefits women and men and evidence based policy formulation and implementation enhanced","Gambia","1569629.00","1134455.00"
"00049278","BRA/07/019 - Human Rights for All","The project has a main goal strengthning the capacity of SEDH and its partners to work on new human rights areas.","Brazil","1568495.00","386270.00"
"00060493","Conflict Prevention Programme","Support the prevention, mitigation and management of conflicts at central and local levels, strengthen social cohesiona nd promote democratic participation","Nepal","1566634.00","1445025.00"
