"project_id","title","description","operating_unit","budget","expense"
"00126344","Contribución del Sector Privado para Respuesta al COVID","Fortalecidas las capacidades de los laboratorios nacionales de Bolivia para el diagnóstico oportuno de los casos positivos del COVID-19.","Bolivia","2062942.00","1744925.00"
"00115785","mélioration de la rapidité et de l’efficacité de la réponse humanitaire - DRC-FH/UR4-NGO's Juillet 2018","Quatrième Allocation « Urgence » - Stratégique - juillet 2018  en république démocratique du Congo","Democratic Republic of Congo","2058817.00","492586.00"
"00118153","Engagement Facility","A rapid and flexible policy and technical advisory delivery mechanism to support the implementation of CPAP and national development planning  leading to the achievement of upstream sustainable development results in Malaysia.","Malaysia","2058515.00","848100.00"
"00114012","FORMACION PROFESIONAL JOVENES Y TRABAJADORES","PROGRAMA DE FORMACION PROFESIONAL DE LOS JOVENES Y TRABAJADORES EN LA EDUCACION TECNICA Y PROFESIONAL EN ESPECIALIDADES SELECCIONADOAS PARA SU INSERCION AL EMPLEO (PROFET).","Cuba","2051684.00","582562.00"
"00079954","Improving Management Effectiveness of The Protected Area","The project also seeks to ensure that the current protected area estate is effectively managed in order not to reverse current conservation gains.","South Africa","2050760.00","706687.00"
"00106907","Fortalecimiento Salud Publica","Fortalecimiento de las funciones esenciales de salud pública y el rol rector del Ministerio de Salud para garantizar la calidad de la producción social en salud en el sistema sanitario dominicano.","Dominican Republic","2050000.00","797272.00"
"00062428","Art Initiative- territorial & thematic networks of coop","Articulation of Territorial Networks Initiative - ART – Territorial Partnerships for Implementing the SDGs at the local level.","Bureau Policy & Prog Support","2049336.00","206704.00"
"00094969","Kura II: Advancing Water Management (Kura River Basin)","The project will address the priority needs in the ministerially endorsed Strategic Plan (SAP) through implementation of the SAP and national Integrated Water Resources Management (IWRM) Plans to strengthen&harmonize ground&surface water management","Regional Center – Istanbul","2046630.00","997356.00"
"00117199","Accountability and Engagement","Support to Rwanda Governance Board to generate evidence for service delivery and further engagement on findings of the CRC","Rwanda","2044906.00","839708.00"
"00102162","Improving Rural Development in Abkhazia - Phase 3","Joint EU-UNDP Programme for Rural Development, Phase II (ENPARD III Abkhazia Component)","Georgia","2042362.00","1476547.00"
"00115680","Fire Safety and Rescue Services","Improvement of fire safety of population by strengthening capacity of the Fire and Rescue Services in the Kyrgyz Republic funded by KOICA","Kyrgyzstan","2041030.00","231754.00"
"00120252","Integrated Climate-Resilient Transboundary Flood RM","The Drin River Basin (DRB) is a transboundary river basin, which is home to 1.6 millions people.The project will enhance resilience of the DRB countries and communities to climate-induced flood risks.","Regional Center – Istanbul","2036751.00","176564.00"
"00102540","Cooperative Market Development Project","To support the Government of Nepal in ensuring establishment of an efficient and sustainable vegetable and fruits collection centers starting from VDC to regional level and contribute to the development of effective Vegetable value chain.","Nepal","2034870.00","258431.00"
"00104196","Innovative durable solutions for IDPs and returnees","To substantially improve living conditions of IDPs and RRs through the establishment of governance systems, increased Housing, Land and Property Rights and social, economic and political inclusion.","Somalia","2028616.00","416500.00"
"00126383","Support transitional civilian democracy-Engagement Facil","Support transitional civilian democracy through policy and strategic reforms","Sudan, Republic of the","2023000.00","629019.00"
"00079773","BRA/14/003 - Global Compact Brazil","The current project aims to engage the private sector in Brazil with United Nations Global Compact 10 Principles and with the Sustainable Development Goals - SDGs.","Brazil","2021922.00","585703.00"
"00127818","Strengthening PHL Covid19 Response","Support to strengthening the capacity of the Philippine government and various sectors in responding to the crisis brought about by the Covid19 Pandemic","Philippines","2018559.00","31408.00"
"00078044","Expansion and Strengthening Angola Protect Areas Syste","Second GEF intervention within a more comprehensive national PA progr for Angola. It will focus investments in the terrestrial network of PA, in direct response to the immediate threats to their ecological integrity.","Angola","2013926.00","602328.00"
"00104101","Support to the National Regulatory Authority for UXO/Mine Action Sector","Support to the National Regulatory Authority (NRA) for Unexploded Ordnance (UXO)/Mine Action Sector","Lao People's Democratic Republ","2007615.00","1208832.00"
"00108404","4KEN Global Opportunities-GEF GOLD IMKA","Global Opportunities for Long-term Development of ASGM Sector- GEF GOLD - for promoting mercury free artisanal and small scale mining technologies in Kenya","Kenya","2007467.00","25010.00"
"00110970","Preventing corruption","Preventing corruption through effective, accountable and transparent governance institutions in Uzbekistan","Uzbekistan","2006426.00","1087962.00"
"00091297","Securing livelihoods Himalayas","Securing livelihoods, Conservation, Sustainable Use and Restoration of high range Himalayan Ecosystems (SECURE-Himalayas)","India","2000000.00","1053489.00"
"00090621","HCFC Stage-II Implementation","HCFC phase out Stage-II in compliance with commitments to MP/MLF. This will support the Government of Iran to fulfill its commitments to Montreal Protocol.","Iran, Islamic Republic of","1999727.00","340661.00"
"00080570","Promoting Utility Scale Power Generation from Wind Energ","The project aims to help diversify Sudan's power sources and reduce its reliance on fossil fuels, particularly for future expansion and to reduce greenhouse gas (GHG) emissions.","Sudan, Republic of the","1999565.00","481977.00"
"00122294","China Recovery Facility Prog","This project will support resilient rehabilitation of community infrastructure & construction of new resilient houses in the aftermaths of cyclone Idai.","Mozambique","1998193.00","317181.00"
"00119547","China Post Disaster Restoration;Impact of Cyclone Idai","This project arises from the need to address the impact of Cyclone Idai which heavily impacted on the Eastern Districts in Zimbabwe, particularly causing damage to homes, public and private infrastructure in the affected communities.","Zimbabwe","1997840.00","400555.00"
"00085984","Local Government Initiatives on Climate change (LoGIC)","LoGIC is to promote local action on climate change adaptation at scale. It will address climate change impact in Bangladesh. LoGIC is designed to support 200,000 most vulnerable households in 72 unions in 7 districts. Project duration is 48 months.","Bangladesh","1997540.00","1660315.00"
"00122727","Fortaleciendo la ciudadania rumbo al Bicentenario","Fortalecer los valores asociados a la Agenda de Conmemoración del Bicentenario , desarrollando los espacios que permitan establecer  las bases de una nueva ciudadanía.","Peru","1997436.00","1167406.00"
"00104020","Electrification Rurale et Autonomisation des Femmes","Ce projet contribuera au développement économique en favorisant un accès équitable aux services électriques des 3 communes reculees du departement du Nord-Est d'Haiti en particulier en appui aux femmes en tete de micro entreprises.","Haiti","1990586.00","1006272.00"
"00085388","BRA/16/G31 Fourth National Communication UNFCCC (United Nations Framework Convention on Climate Change)","BRA/16/G31 - This Enabling Activity project will assist Brazil to prepare the Fourth National Communication (4NC) and Biennial Update Reports (BUR) required to meet obligations under the UNFCCC.","Brazil","1988566.00","596841.00"
"00081916","Apoyo a la Agricultura Familiar","El Proyecto busca mejorar la calidad de vida de los Agricultores Familiares, hombres y mujeres, que se encuentran en situación de pobreza.","Paraguay","1987827.00","57057.00"
"00107541","HIV, TB, Malaria and building resilient Health","Investing to achieve elimination for Malaria and impact against TB and HIV in Sao Tome and Principe","Sao Tome and Principe","1984784.00","1119453.00"
"00090697","Clearing for Result Phase IV-Mine Action for Human Devel","The CfRIV: Mine Action for Human Development Project is the transition phase of the Clearing for Results Project,","Cambodia","1981646.00","1803531.00"
"00122654","Fort. capacidad operativa del RAN","Fortalecimiento de la capacidad operativa del Registro Agrario Nacional (RAN) y su Programa de Modernización del Catastro Rural Nacional (PMCRN)","Mexico","1969976.00","1442933.00"
"00093481","National Initiative for Sustainable Development Goals","To localize the SDGs in Pakistan, the project will support 1) Mainstreaming of SDGs at national and sub-national level; 2) Coordination, reporting and monitoring 3) Accelerating progress towards SDGs and 4) Policy research and analysis","Pakistan","1968260.00","1264238.00"
"00107604","Réinsertion Socio Economique ex-combattants Boko Haram","L’objectif du projet est de contribuer à la consolidation de la paix par la réintégration à la vie civile des ex-combattants de Boko-Haram et des personnes relâchées par la justice.","Niger","1960283.00","1571635.00"
"00125664","Strategic Planning in Somalia","The PIP project is intended to provide ongoing support to critical functions within the overall planning system and Sustainable Development Goals alignment, and finalize the design of a longer term support programme.","Somalia","1958696.00","1024779.00"
"00102905","Appui à la Mise en oeuvre du Programme","Ce projet vise faciliter la mise en oeuvre du programme à travers les unités de communication, de suivi évaluation et les opérations de manière à les rendre plus efficace et efficiente.","Central African Republic","1946490.00","1564794.00"
"00096567","Horizons Project – Strengthening Community Resilience in Abkhazia","""Horizons Project – Strengthening Community Resilience in Abkhazia"" Objective -promote the social & economic resilience of local communities through improved access to health &education services including business development skills &vocational education","Georgia","1942960.00","1119504.00"
"00060895","Support to the Economic and Social Fund for Development","Economic and Social Fund for Development supported in enhancing employment opportunities and conducting community development activities.","Lebanon","1939580.00","1393807.00"
"00077150","PIM4625 Strenthening mgt. & genrating env benefits of PA","Strengthening Management Effectiveness and Generating Multiple Environmental Benefits within and around the  Greater Kafue National Park and West Lunga National Park in Zambia","Zambia","1938925.00","882621.00"
"00116244","Joint Police Programme","Support to the federal and Federal Member States police to implement the new policing model.","Somalia","1933855.00","469115.00"
"00125419","Stabilization to Recovery Transition (START) in Libya","The START programme aims to capitalize on this progress and focus on the economic recovery in areas which UNDP Libya has already been working, and to enhance the humanitarian-development-peace triple nexus.","Libya","1932585.00","197174.00"
"00085124","Fortalecimiento de las cadenas de frutales en Cuba.","El proyecto se dirige a fortalecer la gestión y el desempeño de las cadenas de mango, papaya y guayaba en 5 municipios de Cuba. Apoya la implementación del Programa Nacional de Frutales de Cuba, brindando un fuerte apoyo al sector cooperativo.","Cuba","1932429.00","710962.00"
"00100708","Public and Private Finance for Development","This project aims to strengthen and enhance national capacities of partner countries by raising awareness, developing analytical capacities and sharing good practice with regard to reforms implemented in Slovakia and elsewhere.","Regional Center – Istanbul","1932300.00","834891.00"
"00087359","APPUI DECENTRALISATION ET RESILIENCE COMMUNAUTAIRE","Le programme consiste à promouvoir le développement local et de créer des conditions favorables au renforcement des capacités de résilience des communautés de base des zones d’intervention à travers la mise en œuvre d’un processus de Décentralisation.","Madagascar","1924894.00","1654913.00"
"00072468","Autorité de l'Etat","Appui à la restauration de l'autorité de l'Etat. Il s'agit d'un ensemble des projets dans le domaine de la justice, de la décentralisation, de la police,...","Democratic Republic of Congo","1923016.00","1185946.00"
"00118495","ALASS Autoabastecimiento local para una alimentación sos","El proyecto Autoabastecimiento local para una alimentacion sostenible y sana (Alass) contribuye al fortalecimiento de las capacidades de 6 municipios para implementar el Programa de Autoabastecimiento Alimentario.","Cuba","1920683.00","151696.00"
"00111667","Migration and Local Development (MIDL II)","Migration and Local Development 
The Overall Goal of the initiative is maximizing the impact of migration on the socio-economic development through an improved institutional framework and engaged Diaspora.","Moldova, Republic of","1919155.00","1625841.00"
"00081936","Comprehensive reduction and elimination of POPs","Comprehensive reduction and elimination of Persistent Organic Pollutants in Pakistan","Pakistan","1917642.00","858590.00"
"00065047","Development Effectiveness","Programme Development Effectiveness Activities Support to enable Effective Programme Implementation regarding Quality Assurance, Compliance,   Communications and Partnership","Sudan, Republic of the","1916912.00","1508195.00"
"00080267","Gates/UNDP Global Advocacy on Financial Inclusion","UN Secretary-General’s Special Advocate for Inclusive Finance for Development (UNSGSA). Access to affordable, effective, and safe financial services for the poor","PB","1903724.00","1316260.00"
"00124151","Lebanese Electoral Assistance Project, Phase II","The project has been developed to achieve an enhanced efficiency, transparency and inclusiveness of the electoral process in Lebanon towards the 2022 national municipal and parliamentary elections.","Lebanon","1903498.00","736849.00"
"00086173","GEF - Market Transformation in the Energy Sector (MTRE3)","Market Transformation through design and implementation of appropriate actions in the energy sector (MTRE3)","Indonesia","1902097.00","800916.00"
"00070193","Preparation of Third National Communication (TNC)","Preparing Third National Communication (TNC) and other new information to the United Nations Framework Convention on Climate Change (UNFCCC)","India","1900000.00","217315.00"
"00118833","Mosul Dam Emergency Preparedness in Iraq","Mosul Dam remains in a high-risk condition to the lives  
Experts express concerns about the likelihood of collapse and have called for sustained actions on emergency response and preparedness for the vulnerable communities in the downstream.","Iraq","1900000.00","1052795.00"
"00086910","Sustainable Forest Management","Sustainable forest management to secure multiple benefits in Pakistan's high conservation value forests","Pakistan","1899797.00","509435.00"
"00101889","UNSMIL/UNDP Policing and Security Joint Programme","This project seeks to  support the Libyan government effort towards effective police operations and services reintegrated into host communities and to improve  public confidence to provide security and justice services.","Libya","1899322.00","1547017.00"
"00084701","Regional Ridge to Reef - Pacific Island Countries (PICs)","Ridge to Reef - Testing the Integration of Water, Land, Forest & Coastal Management to Preserve Ecosystem Services, Store Carbon, Improve Climate Resilience and Sustain Livelihoods in Pacific Island Countries","Fiji","1892004.00","802476.00"
"00105448","Effective Urban Waste Mgmt. for Host CommunitiesPhaseII","The project aims to contribute to the social cohesion of Syrians under temporary protection (SuTP) with host communities in the Southeast Anatolia Region","Turkey","1891775.00","339516.00"
"00091324","Integrated Local Development phase III","The overall Project goal is functional development planning and management system at sub-national levels contribute to better quality of life for the citizens and integration of Bosnia and Herzegovina to the EU.","Bosnia and Herzegovina","1891728.00","1238685.00"
"00119811","COVID 19 Response","Strengthening national response to COVID-19 pandemic","Rwanda","1888159.00","456824.00"
"00080813","Sustainable Rural Housing and Settlements in Uzbekistan","The project seeks to transform the rapidly growing rural housing sector in Uzbekistan towards a more sustainable and low-carbon development pathway by designing, piloting and scaling-up a green mortgage market mechanism.","Uzbekistan","1887358.00","261319.00"
"00098310","RBAP Pipeline Development Fund","RBAP Pipeline Development Fund supported many activities includig Economist netwrok in several countries","Rgnl Center in Bangkok (RCB)","1885696.00","36402.00"
"00099031","Parliamentary Support Project (PSP-II)","Building inclusive and accountable parliaments for a peaceful Somalia 
(PSP-II) promotes transparency, inclusion and participation in political processes.","Somalia","1883959.00","875226.00"
"00070684","Decentralization Human Rights  and Local Governance","The project aims to create stronger democratic processes & institutions by focusing on strengthening local governance mechanisms and creating an enabling environment for rights-based development and social inclusion of vulnerable and at-risk populations","Pakistan","1883743.00","975861.00"
"00091073","CONSERVING BIODIVERSITY IN PRODUCTION LANDSCAPES","Conserving biodiversity through sustainable management in production landscapes in Costa Rica","Costa Rica","1881403.00","1338565.00"
"00121825","Building Resilient Communities in Blue Nile State","In order to response to the protracted humanitarian crisis in Blue Nile State, UNDP in partnership with UNICEF & FAO have put together plan with the overall goal of building community resilience through access to sustainable livelihoods","Sudan, Republic of the","1878808.00","300290.00"
"00122246","Maritime Governance to promote security and safety in Ye","Maritime Governance to promote security and safety in Yemen to re-establish Yemen Coast Guards","Yemen","1874854.00","240278.00"
"00084051","Youth Employment and Skills Development","The project supports poverty reduction and reduction of migration by fostering employment opportunities through provision of vocational skills trainings and business start-up kits to vulnerable youths and women.","Eritrea","1872432.00","3404.00"
"00081957","Strengthening National Protected Areas System","To strengthen the management effectiveness of the Protected Area system of Swaziland to ensure a viable set of representative samples of the country’s full range of natural ecosystems are conserved, through a network of PAs.","eSwatini","1865208.00","566366.00"
"00096615","Sub Offices Network","The sub office network will assist UNDP in implementation of the new monitoring and assurance approaches such as independent 3rd party monitoring systems. The sub office network will enhance the collaboration with local authorities.","Afghanistan","1861698.00","39.00"
"00082364","Low-Carbon Urban Development","The Project supports the identification, design, and implementation of Nationally Appropriate Mitigation Actions in the urban sector","Kazakhstan","1860685.00","340281.00"
"00109534","Darfur Community Peace and Stability Fund 2017","DCPSF 2017 is a Multi Partners Trust Fund supporting Peace and Stability in Darfur to restore Trust and Confidence and agreeing on a common and/or collaborative approach on how to address root causes of conflict.","Sudan, Republic of the","1859903.00","516136.00"
"00099043","Fiscal Policy Advisory & Reform","Policies to contain deficit, manage debt, concessional financing, reform the Land Registry and Cadastre administration. Digitalize Tax and Customs. Support commitments to reducing greenhouse emissions financing and address oil and gas sector needs.","Lebanon","1856003.00","1323813.00"
"00126829","Support Liberia COVID-19 Preparedness and Response","Supporting the Liberia COVID-19 National Preparedness and Response Plan","Liberia","1851438.00","1224033.00"
"00078129","Peace Building in Lebanon, Phase 3","Building on the understanding and successes of the previous two phases, the third phase of the project (2014-2015) will focus on addressing the new challenges to civil peace and peace building in the country posed by the Syrian crisis.","Lebanon","1847450.00","1185888.00"
"00113266","Assistance to Normalization Project","Support to normalization through provision of facilities, equipment and transport vehicles to the JPST, JPSC and the IDB","Philippines","1845205.00","274723.00"
"00126637","SDG Impact - Private Sector Capital","The overall vision of the project is “to contribute to a world where all private sector capital flows contribute to the SDGs","Bureau Policy & Prog Support","1844552.00","485138.00"
"00090256","Amélioration des capacités d'adaptation et de résilience","Renforcer les capacités des institutions et améliorer les capacités d'adaptation et de résilience des communautés rurales face aux risques supplémentaires que le changement climatique et la variabilité du climat apportent sur leurs moyens de subsistance","Madagascar","1844294.00","-61963.00"
"00099487","Provision of social services in West Bank and Jerusalem","Enabling access of Palestinians in the West Bank and in Jerusalem to education, health and decent housing through the provision of improved social infrastructure in those areas","Prog for Palestinian People","1844105.00","769847.00"
"00097004","Gestión Integrada Cuencas Contiguas","Apoyo a la Gestión Integrada de Cuencas Contiguas a la Cuenca Hidrográfica del Canal de Panamá y Estudios Sociales, Ambientales y Técnicos para la elaboración del diseño conceptual de un reservorio multipropósito en la cuenca de río Indio","Panama","1836549.00","1323327.00"
"00121384","ENGAGEMENT FACILITY & COVID-19","A technical assistance facility which provides a rapid, agile and flexible response mechanism to respond or support upstream policy results, test innovations and the global emergencies and pandemic .","Eritrea","1822652.00","1823549.00"
"00098202","Programmatic and technical support","This project provides the programmatic and technical support for NRA and UXO Lao to pursue the targets outlined in the UXO Sector 5-Year Work Plan 2016-2020 and NRA’s strategy for accelerated survey and clearance, risk education and victim assistance.","Lao People's Democratic Republ","1816958.00","1201561.00"
"00100102","Ensuring Sustainability and Resilience (ENSURE) of Green Landscapes in Mongolia","To enhance ecosystem services in multiple landscapes of the Sayan and Khangai mountains and southern Gobi by reducing rangeland and forest degradation and conserving biodiversity through sustainable livelihoods.","Mongolia","1816217.00","835914.00"
"00063735","Policy Reforms and Market Transformation of the Energy Efficient Buildings Sector","Policy Reforms and Market Transformation of the Energy Efficient Buildings Sector of the I.R. Iran (PIMS 4018)","Iran, Islamic Republic of","1814723.00","518891.00"
"00122726","Fort. de las acciones de control de TB en Bolivia","Fortalecimiento de las acciones de control de Tuberculosis en Bolivia","Bolivia","1810119.00","615848.00"
"00086286","Strengthening Enforcement Networks, Forensic Techniq","Strengthening Enforcement Networks, Forensic Techniques, Capacities, and Awareness  to Combat Illegal Wildlife Trade  in Thailand","Thailand","1806650.00","317188.00"
"00100885","Harnessing Private Sector for Social Impact Investing (UN Social Impact Fund)","Harnessing Private Sector for Social Impact Investing (UNDP - UN Social Impact Fund)","Rgnl Center in Bangkok (RCB)","1806572.00","665340.00"
"00086294","PIMS5507 FSP Sustainable Finance of Papua New Guinea","Sustainable Finance of Papua New Guinea’s Protected Area Network to reduce the funding gap for Papua New Guinea's protected areas and improve  management effectiveness, and livelihoods of their communal landowners.","Papua New Guinea","1805742.00","682949.00"
"00110454","Spotlight Honduras","La iniciativa responderá a todas las formas de violencia que sufren las mujeres y las niñas, con énfasis en la violencia doméstica; en la violencia sexual y por razón de género y en las prácticas tradicionales nocivas.","Honduras","1805331.00","498568.00"
"00092621","Building shoreline resilience of Timor-Leste  to protect","Building shoreline resilience of Timor-Leste to protect local communities and their livelihoods","Timor-Leste","1803954.00","1147187.00"
"00060612","Supporting the Activities of the Technology Innovation and Entrepreneurship Center","Supporting the Activities of the Technology Innovation and Entrepreneurship Center (TIEC)","Egypt","1802274.00","540113.00"
"00083111","Ridge to Reef (R2R)","Implementing a “Ridge to Reef” approach to Preserve Ecosystem Services, Sequester Carbon, Improve Climate Resilience and Sustain Livelihoods in Fiji","Fiji","1800001.00","1130352.00"
"00097274","Kuwait Junior Professional Officers Programme","The project aims at building the national capacity to manage the Junior Professional Officer (JPO) programme and ensure its sustainability.","Kuwait","1800000.00","880516.00"
"00122575","Peacebuilding and Durable Solutions in Sudan - CERF","Supporting Peace building and Durable Solutions in Sudan Through Early Recovery and Nexus Interventions","Sudan, Republic of the","1800000.00","127060.00"
"00102163","VET-Agriculture-SDC-phase 2","Modernization of Vocational Education and Training (VET) system related to agriculture in Georgia (VET Phase 2).","Georgia","1793463.00","1187600.00"
"00038204","Organizational Effectiveness","Organizational Effectiveness","Reg Bureau for Africa","1792131.00","439207.00"
"00094709","Sustainable Forest and Land Management (SFLM)","Sustainable Forest and Land Management in the Dry Dipterocarp Forest Ecosystem of Southern Lao PDR","Lao People's Democratic Republ","1787791.00","1344175.00"
"00094384","Sustainable Energy for All","The project will coordinate the implementation of theSE4ALL initiative through promoting achievement of the three SE4ALL goals","United Republic of Tanzania","1786574.00","106840.00"
"00110633","Promocion y restablecimiento del derecho a la salud","Promoción y restablecimientos del derecho a la salud del derecho a la salud, protección social y laboral de las y losderecho habientes del Instituto Salvadoreño del Seguro Social","El Salvador","1785294.00","258835.00"
"00107781","PROTOTIPO DE CIENCIA E INNOVACIÓN EN COMUNIDADES","Este programa esta orientado a generar condiciones territoriales para la construcción de paz y apoyar la implementación de los puntos 1 y 3 del acuerdo para la terminación del conflicto firmado entre el gobierno y las FARC en 2016.","Colombia","1779706.00","571553.00"
"00117518","Rakhine PMU Support","Supporting RABP activities in terms of coordination with Governments, UN Inter-agencies and addressing issues related to development in Rakhine State and assisting in some part of project implementations under RABP.","Myanmar","1778339.00","998664.00"
"00085815","GEF - Forest Area Planning & Mgmt in Kalimantan (KALFOR)","Initiative to address development challenges in relevant to forest protection. GOI and UNDP create a better balance between development and management of major estate crops such as rubber, coffee and oil palm.","Indonesia","1777000.00","994506.00"
"00100063","Orange-Senqu River Strategic Action","Strengthening joint management capacity for the basin-wide IWRM implementation and demonstrating environmental and socioeconomic benefits of ecosystem-based approach to water resources management.","South Africa","1776440.00","680703.00"
"00126628","COVID-19 Outbreak Response","Management project to support Government of Nigeria to respond to the outbreak of COVID-19","Nigeria","1772988.00","1708420.00"
"00082423","Supporting National Telecommunications Regulatory Authority - Phase II","The main objectives of NTRA are to enhance and increase accessibility to telecommunication services in Egypt among all levels of society. This project will serve as a mechanism to foster and improve the Egyptian telecom sector.","Egypt","1771185.00","1267626.00"
"00110894","Effective Governance","Regional programme to strengthen Legislature in Pacific Countries-Federated States of Micronesia,Marshall Islands,Samoa,Solomon Islands,Vanuatu,Fiji. *Note:Fiji component will be under Project 00097051 - Fiji Parliament Support Project -Phase 2.","Fiji","1770063.00","1074744.00"
"00092416","BRA/15/009-APRIMORAMENTO DA GESTÃO NACIONAL DAS POLÍTICA","Tem como objetivo geral fortalecer a gestão transversal das políticas sobre drogas a partir de projetos voltados para melhorar a articulação entre os atores envolvidos na temática.","Brazil","1752946.00","116598.00"
"00095989","Civilian Oversight Phase III","Transition from narrowly conceived, bureaucratically and legalistically managed oversight of internal security to a system of security sector governance based on human centred understanding of security and public safety","Turkey","1750000.00","845771.00"
"00123661","Support to Mechanisms to Prevent Conflict in Elections","Support to Mechanisms to Prevent and Manage Conflict During Elections Project with functional National Electoral Security Task Force, National Joint electoral Operations Centre, State Joint Operations Centre, and Regional Joint Operations Centre.","Somalia","1750000.00","527242.00"
"00097224","Sustainable forest management","Conservation and sustainable management of key globally important ecosystems for multiple benefits,SFM","Kazakhstan","1748099.00","641710.00"
"00100238","Enhanced Mangemof protected Area Estae","This project will contribute in the mid-term to long-term impacts by reducing the threats to wildlife, agro-biodiversity and forest ecosystems, decreased IWT, Reduced Poaching, Decreased Unsustainable Use of Natural Resources, and Decreased Overgrazing.","Ethiopia","1747733.00","919614.00"
"00104536","ROADS TO SUSTAINABLE DEVELOPMENT GOALS","Support to governance reform and quality assurance components of Conditional Matching Grant to Provinces (CMGP) through the Roads to Sustainable Development Goals (SDGs) framework","Philippines","1747726.00","1161425.00"
"00119611","Singapore Global Center","The aim of the Singapore Global Center for Technology Innovation and Sustainable Development is to leverage technology and innovation ecosystems to work with countries toward achieving the Sustainable Development Goals.","Bureau Policy & Prog Support","1745700.00","746100.00"
"00092244","Climate Change Resilience and DRR","Climate Change Resilience and Disaster Risk Reduction for National Transformation.","Uganda","1744635.00","962047.00"
"00061060","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","Brazil","1740355.00","1137095.00"
"00082042","Modern Parliament for Modern Armenia","The project is designed to strengthen the National Assembly in its new and fundamentally enhanced role within the governance system in carrying out key functions of law making, oversight and representation.","Armenia","1739512.00","519615.00"
"00115103","Mejoramiento Planta M.J. Troche","“Apoyo al Plan de Inversiones de PETROPAR en la Planta Alcoholera de Mauricio José Troche”","Paraguay","1736288.00","667156.00"
"00117329","Inclusion des jeunes au niveau local","Le projet vise à contribuer à autonomiser les jeunes en tant qu'acteurs et actrices du changement dans leurs communautés et pour accroître leur participation aux processus de prise de décision au niveau municipal.","Tunisia","1736075.00","364065.00"
"00105653","Aid for Trade in Central Asia (AfT Phase IV)","The project will focus on supporting Central Asian countries in promoting inclusive and sustainable growth patterns in rural areas and within green productive sectors by working on the macro (policy) meso (institutions)and micro (SMEs & producers) levels","Regional Center – Istanbul","1734966.00","1011702.00"
"00117729","Peace-Corridor ICT Development","The project aims to contribute to social innovation and ICT development, built on Japan's “Corridor for Peace and Prosperity” Initiative, to respond to the urgent needs of youth, women and the most vulnerable in Palestine.","Prog for Palestinian People","1734561.00","796305.00"
"00114745","Strategic Management","The team drives new ways of working through capacities to support partnerships, innovation, communications, design and data visualization. Combined this will bring new methodologies, energy and insights.","Myanmar","1733227.00","664633.00"
"00097898","PIMS 5313 Improving Ocean Governance and Integrated Mgt","Realizing the inclusive and sustainable development in the Benguela Current Large Marine Ecosystem (BCLME)  region through the improved ocean governance and the integrated management of ocean use and marine resources","Namibia","1732608.00","1069594.00"
"00127817","COVID-19 Social & Economic Response and Recovery","This project has been developed to promote social and economic recovery and strengthen the community resilience of the Thai people – with a particular focus on vulnerable and at-risk groups.","Thailand","1729873.00","239148.00"
"00097091","FSP Sixth Operational Phase of the GEF-SGP","Full Sized Project: Sixth Operational Phase of the GEF Small Grants Programme, to achieve global environmental benefits by empowering local communities to manage production landscapes in Mexico's Southeast large ecosystems.","Mexico","1728438.00","673981.00"
"00099477","Support electoral cycle (2018 - 2019 )","This project aims to support the achievement of the next municipal, legislative and presidential elections","Guinea-Bissau","1727367.00","1155724.00"
"00081100","Adaptation basée sur les écosystèmes","Increasing resilience of ecosystems and vulnerable communities to CC and anthropic threats through a ridge to reef approach to BD conservation and watershed management","Haiti","1727342.00","1522908.00"
"00080814","Sustainable Development of Mountain Ecosystems","Sustainable natural resource use and forest management in key mountainous areas important for globally significant biodiversity","Uzbekistan","1726704.00","374399.00"
"00105420","Public Finance Platform","Enhancement of Public Finance through work with State Audit Institution, Public Procurement Office, Ministry of Finance, Tax Administration, Civil Society Organizations, Standing Conference of Towns and Municipalities and Ministry of European Integration","Serbia","1726213.00","667138.00"
"00123603","KOICA-UNDP AntiCorruption Project","KOICA-UNDP Regional Project on Anti Corruption and Integrity in the Arab Countries.","Reg Bur for Arab States","1724655.00","635703.00"
"00108862","Sustainable Development Pathways","RP OUTCOME 2: Addressing poverty and inequalities through more inclusive and sustainable development pathways 
STRATEGIC PLAN 2018-2021, OUTCOME 1: Advance poverty eradication in all its forms and dimensions","Regional Center – Istanbul","1723915.00","800738.00"
"00066738","URU/12/001 Mejora de gestión, seguimiento y evaluación d","URU/12/001 - Mejora de gestión, seguimiento y evaluación 
del Fondo de Desarrollo del Interior dentro de la Dirección de Descentralización e Inversión Pública.","Uruguay","1718679.00","913154.00"
"00126888","THE COVID-19 PROGRAMME","The Engagement facility will enable the SRO to respond rapidly and in a flexible manner to support the upstream of policy results and test innovations with scaling up potential initiatives in alignment with the Subregional Programme Document","Barbados","1718110.00","1087030.00"
"00123059","JP Building the Resilience of Local Comm in the Aral Sea","Building the Resilience of Local Communities Against Health, Environmental and Economic Insecurities Caused by Environmental Destruction in the Aral Sea Region","Uzbekistan","1712124.00","200436.00"
"00126547","RESPONSE TO COVID-19","PROJECT TO SUPPORT EMERGENCY RESPONSE TO COVID-19","Gambia","1703724.00","921645.00"
