"project_id","title","description","operating_unit","budget","expense"
"00058214","TV Resilience to Climate Change","Increasing Resilience to Climate Change in Coastal Areas and Community Settlements in Tuvalu.","Tuvalu","962833.00","857798.00"
"00062496","Appui Developpement Capacités pr réalisation OMD","Le projet contribuera au double plan stratégique et opérationnel à la réalisation des OMD, le DHD, l’efficacité de l’aide et l’évaluation des politiques publiques.","Benin","961600.00","1077240.00"
"00070783","Support to the LMAC - Phase 3","UNDP continues to support the LMAC to improve the recovery conditions and the invigoration of Lebanon in its most affected areas.","Lebanon","961214.00","853795.00"
"00071185","Strengthening Democratic Governance","To strengthen service delivery and democratic governance through interventions to improve oversight & accountability; and utilize global networks and S-S Cooperation to expand local knowledge and facilitate access to good practices","South Africa","959820.00","498516.00"
"00067632","Support to Human Rights in Transition period","The project has three main components: Support to the formation and establishment of a functioning an Independent National Human Rights Institution in Yemen; capacity building to CSO and the Ministry of Human Rights.","Yemen","958122.00","887101.00"
"00056530","Marine and Coastal PAs of Russia","Strengthening the Marine and Coastal Protected Areas of Russia","Russian Federation","957248.00","934872.00"
"00061022","Cambodia Community Based Adaptation Programme","Cambodia Community Based Adaptation Programme (CCB AP)","Cambodia","956190.00","719019.00"
"00060018","UN Interagency Rehabilitation Programme (UNIRP)","UN Interagency Rehabilitation Programme to support the Rehabilitation of Verified Minors and Late Recruits of Maoist army personnel into civilian life in seven main and 21 satellite cantonment sties of Nepal","Nepal","955256.00","872212.00"
"00059851","4221: Less Burnt for A Clean Earth (FSP)","Project’s incremental strategy is to organize and bring the informal waste sector into the formal waste management to achieve reduction in UPOPs emissions from two sources: open burning of collected waste and open burning of uncollected waste.","Nigeria","953963.00","927626.00"
"00058226","Capacity Development Project for Successful CPAP Impleme","The project is designed to provide capacity development support to CPAP implementing partners that is unlikely to be properly addressed and funded.","Nigeria","950242.00","670573.00"
"00048794","Sustainable Urban Transport  Programme","Strengthen national capacities to plan, finance, implement, operate and manage climate friendly and sustainable urban transport.","India","950000.00","732461.00"
"00059640","Protected Area Management Effectivenes","PMIS 3603 Removing Barriers Hindring Protected Area  Management Effectiveness in Vietnam.","Viet Nam","949966.00","878866.00"
"00060348","Scale up of HIV response to most at risk populat. in Mne","Scale up of the national response to HIV/AIDS among most-at-risk populations in Montenegro","Montenegro","945310.00","832807.00"
"00062923","Fostering Local and Regional Development","The project focuses on decentralization, strengthening of local democracy, improvement of the quality of public services, as well as advancement of the citizen’s participation in local decision-making.","Georgia","945270.00","878296.00"
"00066629","Business Promotion Center","Le projet contribuera à la promotion et au développement de l'entreprenariat au niveau local à travers la mise en services de centres régionaux de ressources pour l'entreprenariat.","Benin","944255.00","763889.00"
"00073437","Regional support facility-Roma inclusion","Regional support facility for improving the capacity of various stakeholders to make real progress on Roma inclusion","Regional Center – Istanbul","943905.00","515317.00"
"00059170","Support to Tajikistan Mine Action Programme (STMAP)","The project aims at supporting capacities of the Government of Tajikistan to coordinate, plan, regulate and monitor the national mine action programme.","Tajikistan","943857.00","974778.00"
"00059499","CONOCIMIENTO TRADICIONAL ASOCIADO","El objetivo del proyecto es la conservación de agro-ecosistemas sostenibles en Colombia a través de la protección y manejo de la agrobiodiversidad (AB) y del conocimiento tradicional asociado (CT).","Colombia","943666.00","762255.00"
"00063619","Strengthen Access to Justice, Rule of Law & Human Rights","Strengthening access to justice, rule of law and human rights protection in Mozambique","Mozambique","943646.00","861915.00"
"00058254","Protected Areas in the Steppe Biome of Russia","Improving the Coverage and Management Efficiency of Protected Areas in the Steppe Biome of Russia","Russian Federation","938623.00","938067.00"
"00050223","Kurdistan budget execution support","Kurdistan budget execution support to establish an expanded UNDP presence in Erbil to develop and launch a comprehensive area-based recovery program for the Kurdistan Region with full participation of local stakeholders","Iraq","938528.00","642530.00"
"00059882","POLITICAS MUNICIPALES DE JUVENTUD","El proyecto pretende contruibuir a la promoción y tutela de los derechos fundamentales de los jóvenes, para la prevensión de todas las formas de discriminación y marginalización.","Guatemala","938390.00","920495.00"
"00062394","Ecosystem-based adaptation","The project aims to increase climate change resilience at landscape level by applying the principles of ecosystem based adaptation.","Mongolia","938296.00","775957.00"
"00068368","Transitional Solutions Initiative-TSI","Transitional Solutions Initiative-TSI between UNDP and UNHCR. From the assistance to sustainable solutions for Internal Displaced Populations.","Colombia","936587.00","761466.00"
"00050529","POVERTY REDUCTION AND WOMEN'S EMPOWERMENT MODEL IN WEST","Ce projet est un appui  du PNUD à la mise en oeuvre du Programme national Plateformes multifonctionnelles sur financement de la fondation Bill & Melinda Gates","Mali","936475.00","376544.00"
"00059811","Environment Policies for Sustainable Development","Inclusive policy and institutional environment for sustainable natural resources management","Botswana","935314.00","565367.00"
"00057958","Gender Equality and Women's Empowerment in Africa","Regional Project for Gender Equality and Women's Empowerment in Africa","Regional SC - Johannesburg","934744.00","909141.00"
"00059198","Institutional Development and Access to Justice","The aim of Phase II of this project is to develop and enhance the capacity of the Ministry of justice mainly through  providing support to the implementation of a Beirut Court automation Master plan.","Lebanon","934541.00","505598.00"
"00061512","Gestión de Calidad del Ministerio de Finanzas de Córdoba","Fortalecimiento de las Tecnologías de la Información y las Comunicaciones para la Gestión de Calidad del Ministerio de Finanzas de Córdoba","Argentina","933252.00","806540.00"
"00067001","Sustainable livelihoods security enhanced","Sustainable livelihoods security enhanced for the disadvantaged groups through the promotion of income diversification opportunities and better management of environmental resources","Gambia","932861.00","829173.00"
"00051446","Implementing Sustainable Water Resources and Wastewater","Contribute to sustainable development in the Pacific Island Region through improvements in natural resource and environmental management’.","Fiji","930826.00","397676.00"
"00050075","Appui à la Consolidation Bonne Gouvernance & Démocratie","Projet d'appui à la Consolidation Bonne Gouvernance & Démocratie, englobant l'infrastructure de paix, l'appui juridique carcéral et le CEOMP","Togo","930227.00","894713.00"
"00050458","PROMOTING CLIMATE CHANGE ADAPTATION, ENERGY AND ENVIRONM","Promoting Climate Change Adaptation, Energy & Environment. Strengthened regional capacities to adapt to climate change and increase the use of renewable energy sources.","Panama Regional Center","929969.00","910475.00"
"00056597","Technical Secretariat - Darfour Community Peace and Stability Fund","Technical Secretariat-Darfur Community Peace and Stability Fund (DCPSF) which manages the Multi Partner Trust Fund on behalf of the Steering Committee","Sudan, Republic of the","929500.00","595143.00"
"00069424","Voto Residencial","El proyecto buscar contribuir al fortalecimiento de la participación ciudadana y al reforzamiento de la institucionalidad electoral en El Salvador, con la implementación del voto residencial en El Salvador para el periodo electoral 2014.","El Salvador","928721.00","873955.00"
"00061025","Linking Policy and Practice for Accelerating MDG1","The project aims at (i) providing evidence-based policy options (ii) supporting human capital development and institutional capacity development and (iii) scaling up effective anti-poverty practices for inclusive, equitable and sustainable growth.","Cambodia","928450.00","822951.00"
"00050360","GATE/ PROG NAT PTFM LUTTE PAUVRETE","Programme National Plateformes Multifonctionnelles pour la Lutte contre la Pauvreté","Senegal","926935.00","1101010.00"
"00042071","Programa de Catastro Registral","Apoyo al Programa de Catastro Registral del Servicio Nacional de Catastro dependiente del Ministerio de Hacienda","Paraguay","924544.00","783467.00"
"00058316","Implementation of the National Traffic Strategy","Implementation of Comprehensive and Long Term 
National Traffic and Transport Sector Strategy for Kuwait.","Kuwait","924334.00","721188.00"
"00040064","Appui au processus de décentralisation/Appuis conseils","Appuis des institutions nationales en charge de la décentralisation pour une gouvernance et un développement local.","Niger","923479.00","924464.00"
"00037176","BRA/04/016 Techn Assist for Sustainabl Equitable Growth","BRA/04/016 - Projeto de Assistência à Implementação do Programa de Apoio à Agenda de Crescimento Econômico Eqüitativo e Sustentável - PACE","Brazil","923372.00","366803.00"
"00050032","Reintegration and Community Development Unit","Cette Award/Effet couvre plusieurs projets qui sont arrimés programmatiquement à l’effet sur la gouvernance. Cet appui vise au développement et à l'intégration des différentes communautés affectées par les conflits dans le département du Pool.","Congo","922754.00","732040.00"
"00064443","Support the Central statistics Bureau","Support the development of the central statistics Bureau","Kuwait","921458.00","921332.00"
"00071087","State Register of Invalid Documents","Technical assistance project on “Establishment of the State Register of Invalid Documents""","Azerbaijan","921141.00","289632.00"
"00041442","Inclusive Financial Sector for Poverty Alleviation","Inclusive Financial Sector to increase financial access to poor people for Poverty Alleviation","China","920672.00","410432.00"
"00062248","Pilot Initiatives projects-Environment","Strengthening Sustainable Environment and Natural Resource Management, Climate Change Adaptation and Mitigation in Uganda","Uganda","920000.00","795387.00"
"00066749","Programa MiPC Desarrollo Productivo (Fase II)","El Programa MiPC para el desarrollo productivo se propone incorporar nuevos componente y actividades de ejecución que den continuidad y profundicen la política nacional de inclusión digital, económica y social","Argentina","916288.00","436490.00"
"00060592","Integrated Water Resources Management","Building the capacity of stakeholders to manage freshwater resources in an integrated manner","Mauritius","915783.00","569518.00"
"00056593","Consolidation of Democracy & Good Governance in Lesotho","Consolidation of Democracy and Good Governance in Lesotho (CDGG) is a four-year programme jointly funded by the governments of Ireland and the United Kingdom, with United Nations Development Programme (UNDP) designed to build on the existing multi-donor.","Lesotho","912249.00","650316.00"
"00046338","Support to Tumen Project","UNDP is the operation manager for Greater Tumen Common Fund and UNDP-ROK Trust Fund.","China","912015.00","889035.00"
"00045626","URU/06/G34 Sistema Nacional de Áreas Protegidas","PIMS 3173 BD Uruguay NPAS - Fortalecimiento del proceso de implementación del Sistema Nacional de Areas Protegidas","Uruguay","911363.00","875764.00"
"00064869","PROGRAMME «  DROITS, DEVOIRS ET COHESION SOCIALE»","Mise en oeuvre plan d’actions pour réduction violations majeures droits humains, actes d’incivisme et violences","Madagascar","910555.00","909997.00"
"00048515","Pacific Financial Inclusion Programme","Pacific Financial Inclusion Programme - Pilot Project - Work Plan for 2008-2011","Pacific Centre (PC)","909823.00","787431.00"
"00060100","Fortalecimiento del Proceso Electoral","El objetivo del proyecto es contribuir al fortalecimiento institucional del proceso electoral federal y de las elecciones nacionales teniendo en miras la adecuación a los requerimientos de la Ley 26.571 en el campo de: la reingeniería de procesos y proce","Argentina","907678.00","862147.00"
"00066199","YES Green","STratégie nationale d'employabilité des jeunes dans les métiers verts","Morocco","907000.00","483245.00"
"00060734","STRENGTHENING THE ADMINISTRATION OF JUSTICE IN IRAQ","Strengthening the Administration of Justice in Iraq","Iraq","905642.00","745816.00"
"00070782","Capacity Development Facility for Institutions","Capacity of public institutions to implement PAR Strategy increased","Kosovo (As per UNSCR 1244)","905333.00","950932.00"
"00050595","Water Governance Programme for Arab States","Water Governance Programme for Arab States (WGP-AS)","Reg Bur for Arab States","904782.00","693896.00"
"00063579","Local Economic Development for Increased Incomes","This project will focus on the reduction of rural poverty through promotion of local economic development, with emphasis on fostering and supporting the creation and development of micro, small and medium enterprises (MSMEs) at the local level.","Mozambique","902482.00","925232.00"
"00061547","Programa de Desarrollo Humano","Programa para la difusión, promoción y profundización del marco normativo y conceptual de desarrollo humano","Chile","900983.00","623737.00"
"00058509","Sustainable Protected Areas National System","The project aims to stablish a Financially Sustainable National Protected Areas System in Haiti.","Haiti","900960.00","712793.00"
"00075579","URU/13/002 Apoyo a la ejecución del Programa de Desarrollo y Gestión Subnacional","URU/13/002 Apoyo a la ejecución del Programa de Desarrollo y Gestión Subnacional","Uruguay","900000.00","0.00"
"00068189","BRA/12/007: INTERLEGIS Integração e Particip Legislativa","BRA/12/007 - Ampliação da Capacidade Institucional do INTERLEGIS na Promoção e Coordenação de Ações para a Integração e Modernização do Poder Legislativo Brasileiro","Brazil","899370.00","809425.00"
"00059422","Local Governance Support Project (LGSP)","LGSP aims to promote Public Administration reform aimed at decentralized governance system through creating of enabling environment, policy advisory services and capacity building of civil servants.","Uzbekistan","898099.00","898099.00"
"00057456","Integrating DRR & CCA in Local Devt Planning & Decision","Integrating Disaster Risk Reduction (DRR) and Climate Change Adaptation (CCA) in Local Development Planning and Decision-Making Processes","Philippines","897011.00","414579.00"
"00064144","Opciones de mitigación para el cambio climático","Chile: Opciones de mitigación para enfrentar el cambio climático","Chile","896344.00","892021.00"
"00035692","Czech-UNDP Cooperation","Triangular development cooperation in Europe and CIS countries aimed at transfer of the best Czech experience in the field of environmental protection, good/local governance, economic transformation and HIV/AIDS prevention.","Regional Center – Istanbul","896087.00","655034.00"
"00049521","Justice Sector Support Program Access to Justice for all","The Programme aims at strengthening the capacity and the efficiency of the key institutions of the Justice Sector to sustain a peaceful state where freedons and human rights are fully protected","Rwanda","894513.00","806617.00"
"00062247","Improving policies and strategies for environment","Improving policies and strategies for sustainable environment, natural resources and climate risk management","Uganda","894367.00","729700.00"
"00093069","Explosive Ordnance and Remnants of War Destruction project (EXPLODE)","EXPLODE: Explosive Ordnance and Remnants of War Destruction project (EXPLODE) supports the Ministry of Defense of Bosnia and Herzegovina’s efforts to prevent uncontrolled explosion of old and unstable ammunition","Bosnia and Herzegovina","891600.00","875203.00"
"00061318","Reducing risks from Glacial Lake Outburst Floods (GLOF)","Reducing Risks & Vulnerabilities from Glacier Lake Outburst Floods in Northern Pakistan","Pakistan","890828.00","1075052.00"
"00051250","SEESAC 2009-2016","The South Eastern and Eastern Europe Clearinghouse for the Control of Small Arms and Light Weapons (SEESAC)  2009-2016","Serbia","889091.00","816530.00"
"00049076","Sistema Nacional Integral de Áreas Protegidas","Creación de un Sistema Nacional Integral de Áreas Protegidas para Chile: 
Una Estructura Financiera y Operativa","Chile","886200.00","561019.00"
"00060200","PIMS 4122 Nigeria: Promoting Energy Efficiency","To improve the energy efficiency of a series of end-use equipment from the residential and public sector in Nigeria (refrigeration appliances, air conditioners, lighting, electric motors and fan)","Nigeria","885000.00","862429.00"
"00064861","Programme d'Appui à la Finance Inclusive","Amélioration des conditions de vie des populations pauvres et à faibles revenus, par le biais de leur accès aux services financiers de base à travers le renforcement des capacités des différents intervenants du secteur aux plans macro, méso et micro.","Madagascar","883984.00","873771.00"
"00062276","Appui au Monde Associatif et Communautaire Phase 3","L'objectif général de la troisième phase du projet est de maintenir les acquis en renforçant la coordination et le soutien à la réponse du monde associatif et communautaire au VIH/Sida.","Burkina Faso","883720.00","813486.00"
"00048473","Reg. Initiative on HDR in Asia and the Pacific -Phase II","Regional Initiative on Human Development Reports in Asia and the Pacific, Phase II","Rgnl Center in Bangkok (RCB)","883517.00","683114.00"
"00060705","Capacity Development Facility","Capacity Development Facility","Kyrgyzstan","880698.00","809160.00"
"00033396","DISASTER RISK MANAGEMENT PROGRAMME","The overall objective of DRM Programme is to “decrease the risk of natural and man-made hazards to rural and urban livelihoods, and ensure infrastructure and recovery mechanisms in place”.","Tajikistan","879792.00","938989.00"
"00068118","Fortalecimiento del Programa Nacional de Tuberculosis","El proyecto persigue fortalecer las capacidades del Programa Nacional de Tuberculosis para la respuesta nacional a la tuberculosis, reducir el número de casos nuevos de tuberculosis y de la tasa de mortalidad a nivel nacional.","El Salvador","879121.00","600052.00"
"00044022","PIMS 2734 BD FULL: CONSERVATION IN PRODUCTIVE LANDSCAPE","Conservación del paisaje productivo de la cordillera de los andes venezolanos","Venezuela","878128.00","805025.00"
"00065172","Enabling Regions X and XI to Cope with Climate Change","The Project will address the institutional capacity and individual competency gaps on climate/disaster risk management of key players in priority cities and municipalities","Philippines","872707.00","740405.00"
"00069984","Enhancing Access to Knowledge for Development","The project is to build on the success achieved by “Empowering and Connecting the Community though ICT and Egypt’s Emergence as a Regional Digital Hub” project.","Egypt","872350.00","580624.00"
"00071440","Ajara Agriculture","“Support to Agriculture Development in Ajara Autonomous Republic”","Georgia","870142.00","843685.00"
"00073049","Gestión Riesgo Tecnológico","Desarrollo de las capacidades locales como estrategia para la reducción de riesgos tecnológicos y su incorporación en la planificación territorial","Colombia","870073.00","678628.00"
"00049917","Strengthening Rule of Law & Adm of Justice AWP","Strengthening Rule of Law","Liberia","869850.00","892773.00"
"00068212","BRA/12/009 - Projeto de Apoio aos Programas e Projetos Prioritários do Governo Brasileiro para o Desenvolvimento Humano Sustentável do País.","BRA/12/009 - Projeto de Apoio aos Programas e Projetos Prioritários do Governo Brasileiro para o Desenvolvimento Humano Sustentável do País.","Brazil","869820.00","476097.00"
"00057970","Enhancing Legal and Electoral Capacity for Tomorrow","Enhancing Legal and Electoral Capacity for Tomorrow  supports the Independent Election Commission of Afghanistan with capacity development and voters registery","Afghanistan","869180.00","954167.00"
"00076172","BRA/13/011 - Fortalecimento da CNV","BRA/13/011 - Fortalecimento da Comissão Nacional da Verdade","Brazil","866955.00","26908.00"
"00049738","South South Cooperation","Bridging South-South Cooperation and Emerging Donor Roles","Turkey","865847.00","159697.00"
"00050318","Support to Aid Coordination in Burundi","Il s agit d un projet d Appui au renforcement des capacites nationales en vue d’une meilleure efficacite de l’aide et pour garantir l’execution du Cadre Strategique de Lutte contre la Pauvrete (CSLP) et du CSCP, dans l esprit de la Declaration de Paris.","Burundi","865684.00","970569.00"
"00068002","Appui technique aux programmes de transferts conditionne","Suite au tremblement de terre en Javier 2010, le projet visait à fournir un appui technique aux programmes de transferts conditionnels en Haiti.","Haiti","864250.00","567653.00"
"00067618","Support to Security Sector Reform in Iraq","Support to Security Sector Reform in Iraq-Phase I
The project objectives are to support the Government of Iraq with the development of a new National Security Strategy in a post US occupation period;","Iraq","861032.00","457789.00"
"00070394","National Development Plan (2015-2020)","Support the Development of the National Development Plan 2015-2020","Uganda","861000.00","772162.00"
"00058492","Strengthening Access to Justice and Protection of Rights","The Project aims to strengthen access to justice and protection of rights in Viet Nam, through continous supports to the implementation of the Strategy for the Development and Improvement of the Legal System with direction to 2020.","Viet Nam","860585.00","680927.00"
"00058517","Promoting Energy Efficient Air Conditioners","This project contributes to the reduction of greenhouse gas emissions through the transformation of the Chinese air conditioning market towards more energy-efficient room air conditioners used in residential and commercial buildings.","China","859710.00","827545.00"
"00014821","SUPPORT TO THE NATIONAL MINE ACTION PROGRAMME","Support to the Sri Lanka National Mine Action Programme.","Sri Lanka","856640.00","610303.00"
"00060222","Strengthening Disaster Risk Management Capacities","The project objective is to assist relevant institutions in creating sustainable mechanism for disaster risk reduction in Uzbekistan.","Uzbekistan","856595.00","589177.00"
"00062462","Strengthen Econmic Management systems","Strengthening national capacities for public finance, aid and debt management to guarantee sucessful implementation of the Government national development strategy.","Zimbabwe","851913.00","851912.00"
"00046312","OGC operational budget 2007","Budget for Oslo Governance Centre's projects in 2007","Bureau Policy & Prog Support","851763.00","806372.00"
"00068072","Support Irrigated Agriculture in 2 Districts-Bolikhamxay","Support to Integrated Irrigated Agriculture in 2 Districts in Bolikhamxay Province, Lao PDR.","Lao People's Democratic Republ","851300.00","197388.00"
"00062667","TECH.ASSISTANCE IN THE AREA OF REGIONAL PLANING COMISION","TECHNICAL ASSISTANCE IN THE AREA OF REGIONAL PLANING COMMISSION","Syria","851001.00","292992.00"
"00011660","BRA/99/G32 - Hydrogen Fuel Cell Buses","Hydrogen Fuel Cell Buses for Urban Transport","Brazil","850435.00","817347.00"
"00050377","Programa Marco Articulacion de Redes Territoriales","Programa Marco ART Ecuador - Articulacion de Redes Territoriales","Ecuador","849211.00","660184.00"
"00050897","Promote cross- boundary Wastewater management in oPt","Peace Building is promoted and enhanced through management of cross boundary waste water in the three towns of Bartaa' Sharqieh, Habla and Baqa Sharqieh located at the northern part of the West Bank.","Prog for Palestinian People","848962.00","659999.00"
"00061041","Partnership for Gender Equity III (2011-2015)","Partnership for Gender Equity III (2011-2015)","Cambodia","847425.00","669546.00"
"00043828","SOARING BIRDS - Regional","Mainstreaming Conservation of Migratory Soaring Birds into Key Productive Sectors Along the Rift Valley/Red Sea flyway","Jordan","846529.00","843511.00"
"00057273","Asentamientos Urbanos Productivos","MDGF-2066 Urban and Productive Integrated Sustanaible Settelements El Salvador.","El Salvador","844961.00","844961.00"
"00057913","Decision Support System for Water Resources Planning","Decision Support System for Water Resources Planning in Iraq
The Ministry of Water Resources makes effective use of DSS as a comprehensive and effective tool in decision making, taking the various sectors into consideration.","Iraq","840720.00","744818.00"
"00059626","Vers un développement local moins émetteur de GES","Le TACC vise à renforcer les capacités des régions à intégrer les contraintes climats/carbones dans leur planification à long terme","Senegal","840679.00","661738.00"
"00060783","Reducing Disaster Risks from Wildland fire Hazards Assoc","Develop and implement integrated disaster risk management strategies to address climate change-induced fire hazards and risks","South Africa","838600.00","682518.00"
"00058696","Amélior° Adapt° et Résil CC sect agric","Projet de Renforcement des Capacités d'Adaptation et de Résilience aux Changements Climatiques dans le Secteur Agricole.","Mali","837500.00","528813.00"
"00067321","SEMILLERO DE DESARROLLO RURAL","FORTALECER LAS CAPACIDADES DE LAS INSTITUCIONES PUBLICAS COLOMBIANAS, DE LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL Y DE LA COOPERACION INTERNACIONAL PARA PROMOVER EL DESARROLLO INTEGRAL DE LA SOCIEDAD RURAL COLOMBIANA CON PERSPECTIVA DE DH","Colombia","832866.00","514409.00"
"00061716","Cambodia UN-REDD National Programme","Cambodia UN-REDD National Programme","Cambodia","832180.00","759427.00"
"00038657","Support to UN Coordination","Support to UN Coordination Results and Advocacy","Zambia","832000.00","636640.00"
"00063267","CAPACITY FOR AID EFFECTIVENESS","Enhancing the capacity of Aid Liaison Department (ALD), Implementing Partners and UNDP to be better placed to deliver respectively: Effective and efficient aid coordination, CPAP Outcomes and Project Quality Assurance.","Uganda","831231.00","412573.00"
"00049239","CUBA: SUSTAINABLE LAND MANAGEMENT IN DEGRADED ECOSYSTEMS","CUBA: CAPACITY BUILDING FOR PLANNING, DECISION MAKING AND REGULATORY SYSTEMS AND AWARENESS BUILDING/SUSTAINABLE LAND MANAGEMENT IN SEVERELY DEGRADED ECOSYSTEMS.","Cuba","831000.00","818237.00"
"00070673","Seamos Productivos","Fortalecimiento y Acompañamiento de Iniciativas Productivas como parte del Programa ""Seamos Productivos"" con estudiantes y egresados de los bachilleratos y técnicos del nivel superior.","El Salvador","829646.00","798303.00"
"00066351","Vocational Training small and medium enterprises Capacity Development in Basra","The project aims to increase the number of local area development activities, promote local Micro, Small and Medium Enterprise (MSME)  and provide vocational training to respond to the private sector’s needs.","Iraq","829359.00","394920.00"
"00038589","Plan Nacional de Exportación","Apoyo al Gobierno Nacional para implementar el Plan Nacional de Exportación a través del Ministerio de Industria y Comercio","Paraguay","828120.00","820147.00"
"00060045","HIV, Health and Development","HIV, Health and Development","Regional Center – Istanbul","825431.00","516076.00"
"00064608","MILITARY- SSR SUPPORT","Security Sector Reform Support","Guinea-Bissau","821746.00","0.00"
"00048912","Full-Size: Promoting Renewable Energy in MHS Province","Full-Size Project: Thailand: Promoting Renewable Energy in Mae Hong Son Province reducing carbon dioxide emissions","Thailand","821558.00","593178.00"
"00056668","Implementation Support Regional Programme Document LAC","Implementation Support to the Regional Programme Document for Latin America and the Caribbean.","Reg Bur Latin Amer & Carib","821198.00","805628.00"
"00050457","BIODIVERSITY CONSERVATION, ENERGY AND ENVIRONMENT","Strategic Eco-systems and Biodiversity protected through the implementation of valuation methodologies, payment of environmental services and adoption of new technologies.","Panama Regional Center","818090.00","511391.00"
"00059667","Promoting of Appliance Energy Efficiency","Promoting of Appliance Energy Efficiency and Transformation of the Refrigerating Appliance Market in Ghana","Ghana","817524.00","811051.00"
"00056628","SUIVI EVALUATION UNIT PROJECT","Le Suivi et Evaluation    soutient  les progrès évidents vers  les résultats convenus dans tous les aspects du projet et programme,  renforce  l'efficacité, l'apprentissage et la responsabilisation  pour toutes les interventions du Bureau Pays.","Democratic Republic of Congo","817000.00","736726.00"
"00060498","PIMS 4188 : Comoros Adapting Water Resource Management","Réduire les risques liés aux changements climatiques sur la vie quotidienne et les impacts sur les ressources en eau","Comoros","814731.00","522010.00"
"00047594","4NR Support to GEF CBD Parties 2010 biodiversity targets","PIMS 3918 BD MSP: Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National  Assessments - Phases I and II (4NR)","Bureau Policy & Prog Support","814660.00","439055.00"
"00061743","Mainstream Sustainable Forest Management In the  Miombo","Mainstreaming Sustainable Forest Management in the Miombo Woodlands of Western Tanzania.","United Republic of Tanzania","814500.00","605315.00"
"00057210","Access to Justice and Transitional Justice","Access to Justice: Supporting the Rule of Law and Transitional Justice in Bosnia and Herzegovina through justice strategy development and redress mechanisms establishment and enhancing capacities for access to justice","Bosnia and Herzegovina","814200.00","813953.00"
"00064334","Cross-Border Cooperation","Project aims to increase cooperation and trust between communities in pilot  Tajik-Kyrgyz and Uzbek-Kyrgyz village clusters to mitigate immediate risks of renewed cross-border violence.","Kyrgyzstan","812846.00","674207.00"
"00069367","Public Service Capacity Development Project","This Project is aimed at strengthening the capacity of the public service to better deliver services through improving policies and regulations, leadership/management; human resource planning, promotion of e-government in the public service.","Malawi","812000.00","760238.00"
"00058166","Sulu Celebes Seas Sustainable Fisheries Management","Sulu Celebes Seas Sustainable Fisheries Management","Philippines","811393.00","681915.00"
"00058515","African Adaption Programme","African Adaptation Programme - Supporting the Ethiopian Leadership in the establishment of an integrated programme approach to Ethiopia’s management of climate change opportunities and risks.","Ethiopia","809029.00","813090.00"
"00045306","SUPPORT TO SPRM UNIT","Provide programme quality assurance services and training of counterparts in financial management and reporting and procurement management.","Malawi","808937.00","798380.00"
"00068116","Sistema de Alerta y Acción Temprana SAAT Rio Choluteca","Sistema de Alerta y Acción Temprana SAAT Rio Choluteca","Honduras","807401.00","608704.00"
"00067464","Sustainable Oil and Gas Development in Lebanon (SODEL)","This project aims at supporting the Quality, Health, Safety and Environment Unit at the Lebanese Petroleum Administration, in establishing the needed standards, legislation, awareness and capacity building related to the sector.","Lebanon","805023.00","0.00"
"00074039","Public Administration","Capacity of government institutions enhanced to develop and implement administrative and civil service reforms that promote responsiveness and efficiency","Myanmar","805000.00","668651.00"
"00057205","Measures against waste&contaminants (Output 2.3)","This project aims to develop the framework and relating infrastructure to make the waste management socially and environmentally more sustainable.","Rwanda","803319.00","404318.00"
"00061326","Enhancing Institutional Capacity For E-Government Impl.","Enhancing Institutional Capacity For E-Government Impl.","Syria","801494.00","305138.00"
"00057097","Pro-Poor Horticulture Value Chains in Upper Egypt","The purpose of the programme is to promote viable equitable partnerships between small farmers and private sector investors in efficient pro-poor horticulture value chains in three locations in the poorest Upper Egyptian Governorates","Egypt","801354.00","770966.00"
"00072927","Enhanced Resilience to Disaster Risk,  Conflict  and CC","This project seeks to enhance the resilience and restore livelihoods of communities affected by conflict and drought and to strengthen disaster risk reduction and climate change adaptation at institutional and community  levels.","Kenya","800000.00","782369.00"
"00058412","Parliamentary Development","To assist parliment to strengthen its legitimate role within national governance, enhance its administration, and provide appropriate support for parliamentarians in discharging their core tasks of executive oversight and law making.","Pakistan","798927.00","767829.00"
"00041712","Capacity Development in the Health Sector","Capacity Improvement and Developmetn in the Malawi Public Service","Malawi","798687.00","768317.00"
"00067556","Especies Exoticas Invasoras: Piloto Arc Juan Fernandez","Especies Exoticas Invasoras: Piloto Archipiélago Juan Fernandez","Chile","798545.00","566324.00"
"00059438","Buildings energy efficiency in the North West of Russia","Buildings energy efficiency in the North West of Russia","Russian Federation","798127.00","798127.00"
"00060312","Unidades de Atencion Primaria","Fortalecimiento Institucional de la Dirección de Desarrollo y Fortalecimiento de los Servicios Regionales de Salud del Ministerio de Salud Pública","Dominican Republic","795408.00","656125.00"
"00062692","BRA/11/017 - Parcerias Conferência ONU Rio +20","Parcerias para Realização da Conferência das Nações Unidas sobre Desenvolvimento Sustentável - Rio +20","Brazil","795321.00","650772.00"
"00074217","Programa de cooperación AMEXCID-PNUD","Contribuir  a la consolidación de México como  cooperante Sur-Sur a través del fortalecimiento institucional y el perfeccionamiento de los mecanismos que faciliten la transferencia de conocimiento y el despliegue de iniciativas de cooperación.","Mexico","793242.00","702356.00"
"00057013","Building Sustainable Development and Climate Planning","Strengthening planning climate change and sustainable development capacity for planning institutions in Vietnam","Viet Nam","790500.00","686967.00"
